Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,Financials: Price Earnings Ratio Before Offering Percent,Financials: Price/Book Value Before Offer,Financials: Price/Book Value After Offer,Financials: EBITDA Before Offering Host Currency,New Issues Date Company Founded
154084901075,154084901075,2715261,IFC,BM,BM,2011-04-05,Spyker Energy Plc,5034758202,IPO,Unknown,United Kingdom,2011-04-05,,,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Energy,Matrix Corporate Capital,International Future Common Stock,,-999.0,,,,,,,,,
154084901283,154084901283,2727532,IFC,BM,BM,2011-04-25,PLG Power Ltd,5034829552,IPO,Mandated,India,2011-04-25,,100.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Energy,Peel Hunt PLC,International Future Common Stock,,-999.0,,,,,,,,,
154084901711,154084901711,2733605,EC,BM|JL,BM|JL,2011-06-17,Circle Holdings Plc,5035154831,IPO,Live,United Kingdom,2011-06-17,,25.28299752,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Healthcare,Numis Securities Ltd|Investec Bank Ltd,Euro & Foreign Common Stock,1.52,-999.0,2.461,2.599,,JE00B4V99J57,-2.889,,,-47.4,
154084902257,154084902257,2742439,UKC,BM,BM,2011-07-12,Bayfield Energy Holdings plc,5035255128,IPO,Live,United Kingdom,2011-07-12,,54.375,OTC|London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Energy,Seymour Pierce Ltd,UK Common Stock,0.6,-999.0,8.388,,,GB00B3N3KL75,-0.436,6.083,1.716,-4.5,1/1/2008 12:00:00 AM
154084902285,154084902285,2737358,UKC,BM,BM,2011-06-30,Bluebird Energy Plc,5000024071,IPO,Live,United Kingdom,2011-06-30,,2.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Energy,WH Ireland Ltd,UK Common Stock,0.01,-999.0,0.008,,,GB00B5M29F66,-0.23,,,-16.9,
154084902287,154084902287,2737745,EC,JB|JB,JB|JB,2011-06-22,Jellybook Ltd,5035167858,IPO,Live,Guernsey,2011-06-22,,11.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Financials,Banque Hapoalim (Luxembourg) SA|Allenby Capital Ltd,Euro & Foreign Common Stock,0.1,-999.0,0.16,0.157,,BMG5092D1020,,,,0.0,
154084902861,154084902861,2748769,EC,BM,BM,2011-07-18,Ferrex PLC,5035314118,IPO,Live,United Kingdom,2011-07-18,,2.00000001,London AIM|PLUS,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Basic Materials,Ocean Equities Ltd,Euro & Foreign Common Stock,0.03,-999.0,4.812,0.058,,GB00B649J414,,,,,
154084903076,154084903076,2747407,EC,JB|JB|JB,JB|JB|JB,2011-07-19,Frontera Cayman,5035309209,IPO,Live,Cayman Islands,2011-06-28,,6.78549616,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Placement,na,Energy,Strand Hanson Ltd|Arbuthnot Securities Ltd|Old Park Lane Capital Plc,Euro & Foreign Common Stock,0.04,-999.0,0.064,0.061,0.06,,-0.132,,,-48.2,
154084903171,154084903171,2749736,EC,BM,BM,2011-07-05,Waterlogic International Ltd,4297993132,IPO,Live,Ireland,2011-07-08,,48.4700026,London AIM,Ordinary Or Common Shares,Placement|Firm Commitment|Offer for Subscription,na,Industrials,Liberum Capital,Euro & Foreign Common Stock,1.45,-999.0,,,,JE00B3X52W88,,,,,1/1/1992 12:00:00 AM
154084903574,154084903574,3065568,EC,BM,BM,2014-03-14,Boohoo.com PLC,5041751890,IPO,Live,United Kingdom,2014-03-14,,300.0,London AIM,Ordinary Or Common Shares,Placement|Offer for Subscription,4.00000,Consumer Cyclicals,Zeus Capital Ltd,Euro & Foreign Common Stock,0.5,4.0,0.832,1.165,,JE00BG6L7297,66.052,57.049,9.102,19.8,
154084903609,154084903609,3055632,UKC,BM|CM,BM|CM,2014-03-25,Venture Life Group PLC,5020848295,IPO,Live,United Kingdom,2013-12-06,,5.40049111,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Healthcare,Not Applicable,UK Common Stock,1.09,-999.0,1.798,,,GB00BFPM8908,-24.475,,,-1.7,
154084904032,154084904032,3043358,IFC,BM,BM,2013-11-25,Martin & Co(UK)Ltd,5040704524,IPO,Unknown,United Kingdom,2013-11-25,,15.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Industrials,Panmure Gordon (UK) Ltd,International Future Common Stock,,-999.0,,,,,,,,,1/1/1995 12:00:00 AM
154084904093,154084904093,3069036,UKC,BM,BM,2014-02-21,DX(Group)Plc,5041078696,IPO,Live,United Kingdom,2014-02-13,,200.5253,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Placement,na,Industrials,Zeus Capital Ltd,UK Common Stock,1.0,-999.0,1.661,,,GB00BJTCG679,-8.908,,,46.8,1/1/1975 12:00:00 AM
154084904480,154084904480,3050512,EC,BM,BM,2013-12-18,RM2 International SA,5040869665,IPO,Live,Luxembourg,2013-12-18,,137.19512224,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Placement,na,Basic Materials,Cenkos Securities PLC,Euro & Foreign Common Stock,0.88,-999.0,230.485,,,LU0994178464,-0.047,,,-21.2,1/1/2007 12:00:00 AM
154084904677,154084904677,3044008,UKC,BM,BM,2013-12-06,Benchmark Holdings Plc,5003638730,IPO,Live,United Kingdom,2013-12-03,,45.11216,London AIM,Ordinary Or Common Shares,Placement|Offer for Subscription|Offer for Sale|Firm Commitment,na,Industrials,Cenkos Securities PLC,UK Common Stock,0.64,-999.0,1.044,,,GB00BGHPT808,13.766,,,10.1,1/1/2000 12:00:00 AM
154084905096,154084905096,887502,UKC,BM,BM,2000-08-10,BioFocus PLC,4295895796,IPO,Live,United Kingdom,,,5.8970195,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription,na,Healthcare,Not Applicable,UK Common Stock,2.9,-999.0,,,,GB0001026508,188.664,,4.301,0.4,1/1/1997 12:00:00 AM
154084905125,154084905125,3033659,EC,JB|JB,JB|JB,2013-12-09,JQW PLC,5040276389,IPO,Live,China (Mainland),2013-11-04,,6.6999996,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Argento Capital Markets Ltd|Cairn Financial Advisers Ltd,Euro & Foreign Common Stock,0.7,-999.0,,,,,,,,,1/1/2004 12:00:00 AM
154084905395,154084905395,3043829,UKC,BM,BM,2013-12-12,Martinco plc,5040705143,IPO,Live,United Kingdom,2013-12-03,,10.35005,London AIM,Ordinary Or Common Shares,Placement|Firm Commitment|Offer for Sale|Offer for Subscription,na,Real Estate,Panmure Gordon (UK) Ltd,UK Common Stock,1.0,-999.0,1.634,,,GB00BH0WFH67,20.979,,,2.5,
154084905621,154084905621,3041323,EC,BM,BM,2013-12-18,MoPowered Group PLC,5040699896,IPO,Live,United Kingdom,2013-11-25,,4.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,N+1 Singer Capital Markets Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.638,1.597,,GB00BGDW0L56,-6.184,-12.587,-10.049,-3.9,
154084905775,154084905775,2875303,EC,BM,BM,2012-08-14,LZYE Group Plc,5037650659,IPO,Live,United Kingdom,2012-08-14,,1.549,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,5.00000,Consumer Non-Cyclicals,Zeus Capital Ltd,Euro & Foreign Common Stock,0.08,5.0,0.012,,,GB00B7VCRD55,0.0,,-72.452,-2.3,
154084905843,154084905843,3034860,IFC,BM,BM,2013-11-04,My-Wardrobe,5001431456,IPO,Unknown,United Kingdom,2013-11-04,,50.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,1/1/2006 12:00:00 AM
154084906374,154084906374,3045063,UKC,BM|CM,BM|CM,2013-12-05,Sarantel Group PLC,4295894335,IPO,Live,United Kingdom,2013-12-05,,0.199999998,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Not Applicable,UK Common Stock,0.003,-999.0,0.004,0.01,,GB00B9MRZS43,,,,,3/30/2000 12:00:00 AM
154084906618,154084906618,3065312,EC,BM,BM,2014-02-19,Atlantis Resources Ltd,4298066500,IPO,Live,Singapore,2014-01-31,,11.99999958,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Energy,N+1 Singer Capital Markets Ltd,Euro & Foreign Common Stock,0.94,-999.0,1.567,1.598,,SG9999011118,-14.747,,1.783,4.8,1/1/1996 12:00:00 AM
154084906800,154084906800,2870499,IFC,BM|CM,BM|CM,2012-07-13,Perpetual Global Ltd,5037639825,IPO,Unknown,Guernsey,2012-07-13,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable|Mirabaud Securities Limited,International Future Common Stock,,-999.0,,,,,,,,,
154084906860,154084906860,3012731,EC,BM,BM,2013-09-06,Macromac PLC,5040247837,IPO,Live,Malaysia,2013-09-06,,0.475,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Allenby Capital Ltd,Euro & Foreign Common Stock,0.1,-999.0,0.156,,,JE00B9M1MV84,5.9,4.369,2.588,3.0,8/1/2006 12:00:00 AM
154084906932,154084906932,3074432,EC,BM,BM,2014-03-24,Horizon Discovery Group PLC,5041750580,IPO,Live,United Kingdom,2014-02-27,,68.6214108,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Offer for Sale,na,Healthcare,Panmure Gordon (UK) Ltd,Euro & Foreign Common Stock,1.8,-999.0,2.968,3.563,,GB00BK8FL363,-40.449,,2.178,-3.3,
154084907064,154084907064,2915487,UKC,BM,BM,2012-12-12,Fusionex International Plc,5037962267,IPO,Live,United Kingdom,2012-12-12,,11.5000005,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Panmure Gordon & Co Ltd,UK Common Stock,1.5,-999.0,2.42,,,JE00B8BL8C53,20.445,,,5.4,
154084907168,154084907168,2937305,UKC,BM,BM,2013-02-11,Digital Globe Services Ltd,5038057722,IPO,Live,United Kingdom,2013-02-04,,13.08399234,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,N+1 Singer Capital Markets Ltd,UK Common Stock,1.59,-999.0,2.488,,,BMG2870A1036,29.666,,,3.0,
154084907499,154084907499,3066024,UKC,BM,BM,2014-02-11,4d pharma plc,5041067693,IPO,Live,United Kingdom,2014-02-04,,16.55,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Zeus Capital Ltd,UK Common Stock,1.0,-999.0,1.644,,,GB00BJL5BR07,-34.265,,,-1.7,
154084907737,154084907737,2880760,UKC,BM|CM,BM|CM,2012-08-28,Fox Marble Holdings Plc,5037660408,IPO,Live,United Kingdom,2012-08-16,,6.59,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Basic Materials,FOX DAVIES CAPITAL,UK Common Stock,0.2,-999.0,16.034,,,GB00B7LGG306,0.0,,2.79,-1.6,10/14/2011 12:00:00 AM
154084907760,154084907760,3047833,UKC,BM|CM,BM|CM,2013-12-20,Kodal Minerals PLC,5040791506,IPO,Live,United Kingdom,2013-12-11,,1.00000068,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable,UK Common Stock,0.007,-999.0,0.011,,,GB00BH3X7Y70,-114.331,,1.02,0.0,
154084908293,154084908293,3104500,EC,BM,BM,2014-05-20,Shoe Zone Plc,4295920447,IPO,Live,United Kingdom,2014-04-28,,36.0,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Firm Commitment,2.50000,Consumer Cyclicals,Numis Securities Ltd,Euro & Foreign Common Stock,1.6,2.5,2.693,2.844,,GB00BLTVCF91,24.29,,1.459,19.5,1/1/1917 12:00:00 AM
154084908294,154084908294,3104561,EC,BM,BM,2015-01-23,Grand Group Investment Plc,5044341701,IPO,Live,Cayman Islands,2014-04-28,,7.1621048,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Financials,ZAI Corporate Finance Ltd,Euro & Foreign Common Stock,0.8,-999.0,1.198,1.253,,KYG405631014,1.295,,0.925,0.0,3/4/2014 12:00:00 AM
154084908388,154084908388,2963299,IFC,BM,BM,2013-04-12,Waste2Tricity Ltd,4298140613,IPO,Unknown,United Kingdom,2013-04-12,,1.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,
154084908579,154084908579,3042463,EC,BM,BM,2013-12-06,Safestyle Uk Plc,5040702722,IPO,Live,Jersey,2013-11-27,,70.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Basic Materials,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.634,,,JE00BGP63272,11.023,,3.651,17.0,1/1/1992 12:00:00 AM
154084908737,154084908737,3090277,EC,BM,BM,2014-04-15,Bagir Group Ltd,5035536128,IPO,Live,Israel,2014-03-31,,19.9999996,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,N+1 Singer Capital Markets Ltd,Euro & Foreign Common Stock,0.56,-999.0,0.936,1.045,,IL0011317216,-38.539,-1.236,7.398,27.0,
154084908954,154084908954,3103807,UKC,BM,BM,2014-05-12,Limitless Earth PLC,5042271258,IPO,Live,United Kingdom,2014-04-25,,3.27,London AIM,Ordinary Or Common Shares,Placement|Offer for Subscription,na,Financials,Not Applicable,UK Common Stock,0.05,-999.0,0.084,0.101,,GB00BKXP5L71,,,1.456,0.0,1/1/2013 12:00:00 AM
154084909188,154084909188,3156345,IFC,BM,BM,2014-05-06,Big Red Cloud Group Plc,5042371236,IPO,Unknown,Ireland,2014-05-06,,5.0,London AIM|Irish Stk,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Charles Stanley Securities,International Future Common Stock,,-999.0,,,,,,,,,3/13/2014 12:00:00 AM
154084909380,154084909380,3089954,IFC,BM|CM,BM|CM,2014-03-31,Alexander David Investments PLC,5081407167,IPO,Unknown,United Kingdom,2014-03-31,,2.004,London AIM|London,Ordinary Or Common Shares,Offer for Subscription|Placement,na,Financials,Not Applicable|Beaufort Securities Ltd,International Future Common Stock,,-999.0,,,,,,,,-0.3,2/1/1998 12:00:00 AM
154084909381,154084909381,3090034,EC,BM|CM,BM|CM,2014-05-12,Galasys PLC,5042235453,IPO,Live,Jersey,2014-03-31,,3.12178095,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Arden Partners Ltd,Euro & Foreign Common Stock,0.225,-999.0,0.379,0.413,,JE00BKWBXC36,8.888,,,2.6,
154084909454,154084909454,3086169,UKC,BM|CM,BM|CM,2014-04-14,Haydale Graphene Industries PLC,5037622938,IPO,Live,United Kingdom,2014-03-18,,6.6000081,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable,UK Common Stock,2.1,-999.0,3.453,3.211,,GB00BKWQ1135,,,,,1/1/2003 12:00:00 AM
154084910163,154084910163,3059077,UKC,BM|CM,BM|CM,2014-01-14,CityFibre Infrastructure Holdings plc,5040931171,IPO,Live,United Kingdom,2014-01-13,,16.5919656,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,finnCap Ltd,UK Common Stock,0.6,-999.0,0.985,,,GB00BH581H10,-4.967,,0.664,-4.9,
154084910174,154084910174,2991576,EC,BM,BM,2013-07-19,Plus500 Ltd,5040055422,IPO,Live,Israel,2013-07-01,,49.25460005,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Offer for Sale,na,Financials,Liberum Capital,Euro & Foreign Common Stock,1.15,-999.0,1.755,,,,0.235,,,23.8,1/1/2008 12:00:00 AM
154084910326,154084910326,3080942,EC,BM|CM,BM|CM,2014-04-01,Tekcapital plc,5042214574,IPO,Live,United Kingdom,2014-03-10,,2.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Northland Capital Partners Ltd,Euro & Foreign Common Stock,0.25,-999.0,0.415,,,GB00BKXGY798,-180.739,,5.455,0.0,1/1/2012 12:00:00 AM
154084910681,154084910681,3097669,EC,BM,BM,2014-05-29,NAHL Group Plc,5042265041,IPO,Live,United Kingdom,2014-04-22,,35.0,London AIM,Ordinary Or Common Shares,Offer for Sale|Placement|Offer for Subscription|Firm Commitment,na,Industrials,Banco Espirito Santo de Investimento,Euro & Foreign Common Stock,2.0,-999.0,3.342,3.384,,GB00BM7S2W63,8.789,,2.441,28.3,4/14/2014 12:00:00 AM
154084910820,154084910820,3031719,UKC,BM,BM,2013-11-11,Rightster Group Plc,5040274139,IPO,Live,United Kingdom,2013-10-28,,20.4499998,London AIM,Ordinary Or Common Shares,Offer for Subscription|Placement|Firm Commitment,na,Consumer Cyclicals,Cenkos Securities PLC,UK Common Stock,0.6,-999.0,0.958,,,GB00BF8HJ774,-5.897,,,-19.2,1/1/2009 12:00:00 AM
154084910840,154084910840,2829079,UKC,BM,BM,2012-03-28,Rare Earths Global Ltd,5037352748,IPO,Live,United Kingdom,2012-03-28,,6.39999971,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Basic Materials,Charles Stanley & Co Ltd,UK Common Stock,2.47,-999.0,3.922,,,KYG7386L1059,0.045,,-39.911,10.0,
154084911059,154084911059,3085375,EC,BM,BM,2014-03-31,Rame Energy PLC,5042224227,IPO,Live,Jersey,2014-03-21,,1.30000014,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Industrials,Northland Capital Partners Ltd,Euro & Foreign Common Stock,0.18,-999.0,0.3,,,JE00BBD8GG53,-17.647,,11.977,-1.5,1/1/2002 12:00:00 AM
154084912144,154084912144,3072258,EC,BM,BM,2014-03-24,XEROS TECHNOLOGY GROUP PLC,5042209916,IPO,Live,United Kingdom,2014-03-04,,27.57977217,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,Jefferies International Ltd,Euro & Foreign Common Stock,1.23,-999.0,176.687,1.818,,GB00BJFLLV84,-0.372,,2.564,-5.1,
154084912263,154084912263,3000774,EC,BM|CM,BM|CM,2013-08-08,RapidCloud International plc,5040196073,IPO,Live,Malaysia,2013-07-31,,1.00005192,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,5.00000,Technology,Allenby Capital Ltd,Euro & Foreign Common Stock,0.54,5.0,0.838,,,JE00B8FX4C95,96.424,,2.606,1.5,
154084912446,154084912446,3035969,EC,BM,BM,2013-11-20,GameAccount Network plc,5040692368,IPO,Live,United Kingdom,2013-11-11,,22.2337359,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Davy,Euro & Foreign Common Stock,1.35,-999.0,2.173,,,GB00BGCC6189,63.363,,4.112,-0.4,
154084912954,154084912954,2940969,EC,BM,BM,2013-02-27,Starcom plc,5038065858,IPO,Live,Jersey,2013-02-27,,2.72,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Northland Capital Partners Ltd,Euro & Foreign Common Stock,0.2,-999.0,2.425,0.341,,NGSTARCOMMS4,0.0,,,2.0,1/1/2004 12:00:00 AM
154084912984,154084912984,3091603,IFC,BM|CM,BM|CM,2014-04-01,PassivSystems Group Plc,5042241270,IPO,Postponed,United Kingdom,2014-04-01,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Energy,Not Applicable|Oriel Securities Limited,International Future Common Stock,,-999.0,,,,,,,,,
154084913365,154084913365,3027840,UKC,BM,BM,2013-11-18,Applied Graphene Materials Plc,5040266030,IPO,Live,United Kingdom,2013-11-18,,10.9999997,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Basic Materials,N+1 Singer Capital Markets Ltd,UK Common Stock,1.55,-999.0,2.468,,,GB00BFSSB742,-37.654,,,-1.2,1/1/2010 12:00:00 AM
154084913486,154084913486,2955664,IFC,BM,BM,2013-03-25,UrAmerica Ltd,5000443606,IPO,Unknown,Argentina,2013-03-25,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Energy,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,6/1/2007 12:00:00 AM
154084913509,154084913509,3078330,EC,BM,BM,2014-03-18,XLMedia PLC,5041980363,IPO,Live,Jersey,2014-03-17,,41.82485062,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment|Offer for Sale,na,Consumer Cyclicals,Cenkos Securities PLC,Euro & Foreign Common Stock,0.49,-999.0,0.805,,,JE00BH6XDL31,16.657,,2.037,13.7,1/1/2008 12:00:00 AM
154084913592,154084913592,2990113,EC,BM|JL|JL|JL,BM|JL|JL|JL,2013-07-25,Globalworth Real Estate Investments Ltd,5040054109,IPO,Live,Guernsey,2013-07-24,,53.593515,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Panmure Gordon (UK) Ltd|Cantor Fitzgerald Inc|Rosario Underwriting Services|Sunrise Securities Corp,Euro & Foreign Common Stock,5.0,-999.0,6.639,6.971,,GG00B979FD04,,,,,2/14/2013 12:00:00 AM
154084913639,154084913639,3073051,EC,BM,BM,2014-05-14,Patisserie Holdings Plc,5001357566,IPO,Live,United Kingdom,2014-05-02,,79.2978498,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Placement|Firm Commitment,na,Consumer Non-Cyclicals,Canaccord Genuity Ltd,Euro & Foreign Common Stock,1.7,-999.0,2.849,3.269,,GB00BM4NV504,25.883,,3.204,19.5,1/1/1926 12:00:00 AM
154084913683,154084913683,3042078,IFC,BM,BM,2013-11-26,The Niche Group PLC,4295894208,IPO,Unknown,United Kingdom,2013-11-26,,1.0,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Not Applicable,International Future Common Stock,,-999.0,,,,GB00B01HKP45,-0.007,0.908,0.908,0.0,
154084913927,154084913927,2949142,EC,BM,BM,2013-03-27,Electrical Geodesics Inc,5039639542,IPO,Live,United States,2013-03-27,,8.0000004,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Peel Hunt LLP,Euro & Foreign Common Stock,1.2,-999.0,1.815,,,USU2830P2021,8.365,0.566,3.966,0.6,1/1/1992 12:00:00 AM
154084914577,154084914577,3038565,UKC,BM,BM,2013-11-29,SyQic plc,5040696252,IPO,Live,United Kingdom,2013-11-18,,3.20000042,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Allenby Capital Ltd,UK Common Stock,0.62,-999.0,1.014,,,JE00BF5S6G17,15.054,,3.15,1.2,
154084914671,154084914671,3029454,UKC,BM,BM,2013-11-04,Everyman Media Group Plc,4297203826,IPO,Live,United Kingdom,2013-11-04,,8.1014806,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,Cenkos Securities PLC,UK Common Stock,0.83,-999.0,1.324,,,GB00BFH55S51,139.44,,2.251,1.4,
154084914719,154084914719,2984625,EC,BM|CM,BM|CM,2013-06-28,IBEX Global Solutions Plc,5040046956,IPO,Live,United States,2013-06-24,,10.73738715,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Industrials,Liberum Capital,Euro & Foreign Common Stock,1.47,-999.0,2.235,2.327,,,,,6.026,0.0,
154084915034,154084915034,3046756,EC,BM|JL,BM|JL,2013-12-17,Action Hotels plc,5040945143,IPO,Live,United Arab Emirates,2013-12-09,,30.4878048,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,Sanlam Securities UK Ltd|Chrystal Capital Partners LLP,Euro & Foreign Common Stock,0.64,-999.0,1.041,,,JE00BFZD1492,-144.613,,0.92,8.7,
154084915224,154084915224,3167043,UKC,BM,BM,2014-05-07,Flowtech Fluidpower plc,5042372949,IPO,Live,United Kingdom,2014-05-07,,40.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,4.00000,Industrials,Zeus Capital Ltd,UK Common Stock,1.0,4.0,1.695,,,GB00BM4NR742,-22.786,,,8.3,
154084915295,154084915295,3263235,EC,BM,BM,2014-06-05,Secure Income REIT PLC,5042933778,IPO,Live,United Kingdom,2014-06-05,,14.99999886,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment|Placement,1.75000,Real Estate,Oriel Securities Limited,Euro & Foreign Common Stock,1.74,1.75,2.925,3.598,,GB00BLMQ9L68,24.875,-2.041,,0.0,1/1/2007 12:00:00 AM
154084915510,154084915510,3433359,EC,BM,BM,2014-06-05,Zibao Metals Recycling Holdings Plc,5042940883,IPO,Live,Hong Kong,2014-06-05,,1.26761,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Basic Materials,ZAI Corporate Finance Ltd,Euro & Foreign Common Stock,0.08,-999.0,5.379,,,,0.413,,1.568,1.1,1/1/2009 12:00:00 AM
154084915632,154084915632,3277915,EC,BM,BM,2014-06-25,Easyhotel PLC,5042934794,IPO,Live,United Kingdom,2014-06-25,,25.24102,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Investec Bank PLC,Euro & Foreign Common Stock,0.8,-999.0,1.358,1.497,,GB00BN56KF84,51.65,,1.446,2.8,
154084915877,154084915877,3422768,WC,JB|JB,JB|JB,2014-06-03,M & M Direct Ltd,4297734590,IPO,Cancelled,United Kingdom,2014-06-03,,,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,Canaccord Genuity|Investec PLC,US Common Stock Withdrawn From Registration,,-999.0,,,,,,,,,1/1/1987 12:00:00 AM
154084915907,154084915907,3496494,UKC,BM|CM,BM|CM,2014-06-23,IMImobile Ltd,5042953035,IPO,Live,United Kingdom,2014-06-23,,30.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Not Applicable,UK Common Stock,1.2,-999.0,2.043,,,GB00BLBP4Y22,14.795,,2.216,12.3,
154084915932,154084915932,3483884,IFC,BM|CM,BM|CM,2014-06-11,e-Telequote Insurance Inc,5042945596,IPO,Announced,United States,2014-06-11,,15.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,Not Applicable|Oriel Securities Limited,International Future Common Stock,,-999.0,,,,,,,,,1/1/2011 12:00:00 AM
154084916702,154084916702,3409129,IFC,JB|JB,JB|JB,2014-06-03,MandM Direct Ltd,4298158342,IPO,Unknown,United Kingdom,2014-06-03,,,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,Canaccord Genuity Ltd|Investec Bank PLC,International Future Common Stock,,-999.0,,,,,,,,,1/1/1987 12:00:00 AM
